complaint_text,category
How long do we have to tolerate this rotting food waste attracting stray dogs apartment entrance?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
This is to bring to your kind notice that there is an issue with uncleared trash piles creating unhygienic conditions situated by the market. Kindly arrange for an immediate sort out.,Garbage
Could you please look into the hairline pipeline crack causing low pressure metro station exit? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
It is deeply distressing to see damaged speed breaker without markings railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
How long do we have to tolerate this construction damage left unrepaired bridge approach?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
I am writing this to report a persistent problem regarding open drain choked with weeds and domestic waste village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary resolve at the earliest opportunity to prevent further hazards.,Drainage Blockage
I am writing this to report a persistent problem regarding collapsed drainage pipe underground village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clean at the earliest opportunity to prevent further hazards.,Drainage Blockage
This is to bring to your kind notice that there is an issue with unlevel manhole cover sticking out situated residential area. Kindly arrange for an immediate renovate.,Road Damage
I am writing this to report a persistent problem regarding damaged automated switch mechanism outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Streetlight Fault
It is deeply distressing to see litter scattered all over the playground by the market. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
I am writing this to report a persistent problem regarding major burst pipeline flooding the street temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Water Leakage
"While passing by near the school yesterday, I noticed a severe case of waste water stagnant for over a month. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
damaged fire hydrant leaking continuously village square.,Water Leakage
I am writing this to report a persistent problem regarding loose gravel causing bikes to slip inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary check at the earliest opportunity to prevent further hazards.,Road Damage
stray animals tearing up garbage bags outside the hospital.,Garbage
This is to bring to your kind notice that there is an issue with foul odor making it impossible to breathe situated bridge approach. Kindly arrange for an immediate repair.,Garbage
damaged fire hydrant leaking continuously temple street.,Water Leakage
It is deeply distressing to see entire lane washed away government office back alley. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
How long do we have to tolerate this sewage overflow entering residential compounds footpath?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
major burst pipeline flooding the street highway lane.,Water Leakage
Could you please look into the huge dangerous potholes government office back alley? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
This is to bring to your kind notice that there is an issue with heavy accumulation of dry leaves and plastic situated by the market. Kindly arrange for an immediate attend to.,Garbage
I am writing this to report a persistent problem regarding light completely off leaving area pitch dark shopping complex. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Streetlight Fault
This is to bring to your kind notice that there is an issue with overflowing dumpsters catching fire situated near the bus stop. Kindly arrange for an immediate clean.,Garbage
Could you please look into the vandalized light fixture with broken glass service road? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
I am writing this to report a persistent problem regarding open drain choked with weeds and domestic waste village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clean at the earliest opportunity to prevent further hazards.,Drainage Blockage
public tap leaking non-stop railway station gate.,Water Leakage
"While passing by highway lane yesterday, I noticed a severe case of freshwater wasting down the storm drain. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
"While passing by service road yesterday, I noticed a severe case of supply line joint broken. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Could you please look into the precious drinking water lost for hours near the bus stop? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
This is to bring to your kind notice that there is an issue with damaged and peeling asphalt situated metro station exit. Kindly arrange for an immediate resolve.,Road Damage
Could you please look into the precious drinking water lost for hours village square? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
How long do we have to tolerate this timer malfunction turning lights off early temple street?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
overflowing bins spilling onto the pavement public park corner.,Garbage
"Hey, broken paver blocks on the walkway bridge approach. Can someone please come and mend it as soon as possible?",Road Damage
Could you please look into the damaged automated switch mechanism by the market? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
How long do we have to tolerate this illegal dumping of construction debris highway lane?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
"While passing by service road yesterday, I noticed a severe case of market waste discarded haphazardly. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
"While passing by government office back alley yesterday, I noticed a severe case of bracket arm broken and dangling. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
It has been observed that cracked and eroding asphalt surface is present highway lane. A regular inspection and subsequent look into should be scheduled by the concerned department.,Road Damage
"Hey, underground pipe crack seeping through concrete service road. Can someone please come and repair it as soon as possible?",Water Leakage
"While passing by main crossroad yesterday, I noticed a severe case of underground pipe crack seeping through concrete. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Could you please look into the constant dripping from connection point inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
I am writing this to report a persistent problem regarding continuous seepage dampening walls apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Water Leakage
"Hey, feces and dark water pooling on the asphalt metro station exit. Can someone please come and overhaul it as soon as possible?",Drainage Blockage
It is deeply distressing to see swarm of insects and flies everywhere main crossroad. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
This is to bring to your kind notice that there is an issue with underground pipe crack seeping through concrete situated highway lane. Kindly arrange for an immediate remove.,Water Leakage
Why has the open drain choked with weeds and domestic waste metro station exit not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
It is deeply distressing to see market waste discarded haphazardly near the bus stop. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
Why has the precious drinking water lost for hours industrial zone not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
This is to bring to your kind notice that there is an issue with severe road erosion due to rains situated inside our colony. Kindly arrange for an immediate patch up.,Road Damage
"While passing by near the bus stop yesterday, I noticed a severe case of partially collapsed section of the road. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
"While passing by public park corner yesterday, I noticed a severe case of sharp edges on the side of the road. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
It is deeply distressing to see continuous seepage dampening walls footpath. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
It is deeply distressing to see high mast light not working since weeks service road. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
It is deeply distressing to see swarm of insects and flies everywhere public park corner. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
How long do we have to tolerate this commercial waste dumped behind shops main crossroad?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
How long do we have to tolerate this valve chamber completely flooded public park corner?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
It has been observed that flooded storm drain after mild rain is present inside our colony. A regular inspection and subsequent inspect should be scheduled by the concerned department.,Drainage Blockage
"While passing by residential area yesterday, I noticed a severe case of high mast light not working since weeks. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
I am writing this to report a persistent problem regarding crater-like holes causing daily traffic jams temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary attend to at the earliest opportunity to prevent further hazards.,Road Damage
"While passing by near the bus stop yesterday, I noticed a severe case of damaged automated switch mechanism. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
Could you please look into the sinking road bed forming a deep dip footpath? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
Could you please look into the public tap leaking non-stop shopping complex? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
This is to bring to your kind notice that there is an issue with public tap leaking non-stop situated village square. Kindly arrange for an immediate remove.,Water Leakage
Why has the culvert completely plugged with debris apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Could you please look into the heavy accumulation of dry leaves and plastic by the market? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
Why has the damaged speed breaker without markings by the market not been attended to yet? Who is responsible for this civic neglect?,Road Damage
Could you please look into the discarded furniture blocking the lane near the bus stop? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
It is deeply distressing to see cracked and eroding asphalt surface footpath. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
grease block from nearby restaurants industrial zone.,Drainage Blockage
Could you please look into the public tap leaking non-stop outside the hospital? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
"While passing by metro station exit yesterday, I noticed a severe case of gutter overflowing onto the walking path. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
"While passing by public park corner yesterday, I noticed a severe case of fountain of water from construction puncture. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
I am writing this to report a persistent problem regarding light completely off leaving area pitch dark by the market. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Streetlight Fault
How long do we have to tolerate this exposed live wiring hanging from the post near the bus stop?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
Could you please look into the electrical short circuit causing sparks by the market? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
How long do we have to tolerate this continuous seepage dampening walls outside the hospital?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
This is to bring to your kind notice that there is an issue with main supply conduit cracked open situated highway lane. Kindly arrange for an immediate sort out.,Water Leakage
"Hey, overflowing bins spilling onto the pavement near the bus stop. Can someone please come and attend to it as soon as possible?",Garbage
Why has the hairline pipeline crack causing low pressure residential area not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
It is deeply distressing to see main supply conduit cracked open outside the hospital. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
freshwater wasting down the storm drain public park corner.,Water Leakage
It has been observed that damaged fire hydrant leaking continuously is present inside our colony. A regular inspection and subsequent attend to should be scheduled by the concerned department.,Water Leakage
Why has the damaged speed breaker without markings bridge approach not been attended to yet? Who is responsible for this civic neglect?,Road Damage
I am writing this to report a persistent problem regarding community bin hasn't been emptied for a week inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary attend to at the earliest opportunity to prevent further hazards.,Garbage
"While passing by apartment entrance yesterday, I noticed a severe case of overflowing bins spilling onto the pavement. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
"Hey, transformer issue affecting all street poles by the market. Can someone please come and mend it as soon as possible?",Streetlight Fault
It has been observed that storm sewer back up flooding the basement is present industrial zone. A regular inspection and subsequent rectify should be scheduled by the concerned department.,Drainage Blockage
Why has the broken concrete road divider main crossroad not been attended to yet? Who is responsible for this civic neglect?,Road Damage
"While passing by shopping complex yesterday, I noticed a severe case of clogged roadside drain filled with silt. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
How long do we have to tolerate this overflowing manhole cover lifting up metro station exit?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
It is deeply distressing to see fuse blown inside the pole base panel near the school. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
How long do we have to tolerate this market waste discarded haphazardly outside the hospital?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
"Hey, rainwater drainage system completely choked footpath. Can someone please come and fix it as soon as possible?",Drainage Blockage
How long do we have to tolerate this dead animal causing terrible smell service road?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Why has the uncleared trash piles creating unhygienic conditions bridge approach not been attended to yet? Who is responsible for this civic neglect?,Garbage
litter scattered all over the playground metro station exit.,Garbage
"Hey, damaged and peeling asphalt residential area. Can someone please come and look into it as soon as possible?",Road Damage
It has been observed that poultry waste dumped illegally is present by the market. A regular inspection and subsequent repair should be scheduled by the concerned department.,Garbage
It has been observed that precious drinking water lost for hours is present main crossroad. A regular inspection and subsequent resolve should be scheduled by the concerned department.,Water Leakage
festival waste left uncollected outside the hospital.,Garbage
It has been observed that rainwater drainage system completely choked is present inside our colony. A regular inspection and subsequent patch up should be scheduled by the concerned department.,Drainage Blockage
"While passing by near the school yesterday, I noticed a severe case of heavy accumulation of dry leaves and plastic. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
overflowing dumpsters catching fire public park corner.,Garbage
damaged speed breaker without markings inside our colony.,Road Damage
"Hey, sewage overflow entering residential compounds main crossroad. Can someone plz come and address it as soon as possible?",Drainage Blockage
It has been observed that dry leaves blocking the drainage grate is present metro station exit. A regular inspection and subsequent resolve should be scheduled by the concerned department.,Drainage Blockage
How long do we have to tolerate this culvert completely plugged with debris service road?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
It is deeply distressing to see household garbage thrown in open plots apartment entrance. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
"Hey, flickering bulb causing annoying strobe effect government office back alley. Can someone please come and check it as soon as possible?",Streetlight Fault
Why has the deep ruts from heavy trucks apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Road Damage
This is to bring to your kind notice that there is an issue with commercial waste dumped behind shops situated government office back alley. Kindly arrange for an immediate attend to.,Garbage
I am writing this to report a persistent problem regarding sharp edges on the side of the road footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary mend at the earliest opportunity to prevent further hazards.,Road Damage
Could you plz look into the litter scattered all over the playground apartment entrance? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
Could you please look into the construction damage left unrepaired public park corner? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
It is deeply distressing to see public tap leaking non-stop outside the hospital. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
"While passing by government office back alley yesterday, I noticed a severe case of rainwater drainage system completely choked. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
Why has the service pipe ruptured by utility workers shopping complex not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Why has the cracked and eroding asphalt surface apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Road Damage
How long do we have to tolerate this uncleared trash piles creating unhygienic conditions near the school?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
"While passing by temple street yesterday, I noticed a severe case of poultry waste dumped illegally. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
It has been observed that crater-like holes causing daily traffic jams is present apartment entrance. A regular inspection and subsequent fix should be scheduled by the concerned department.,Road Damage
This is to bring to your kind notice that there is an issue with precious drinking water lost for hours situated highway lane. Kindly arrange for an immediate resolve.,Water Leakage
This is to bring to your kind notice that there is an issue with household garbage thrown in open plots situated residential area. Kindly arrange for an immediate look into.,Garbage
How long do we have to tolerate this community bin hasn't been emptied for a week outside the hospital?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
It is deeply distressing to see no streetlighting making it unsafe for women outside the hospital. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
This is to bring to your kind notice that there is an issue with burnt out sodium vapor lamp situated main crossroad. Kindly arrange for an immediate look into.,Streetlight Fault
I am writing this to report a persistent problem regarding industrial sludge blocking the outflow village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clean at the earliest opportunity to prevent further hazards.,Drainage Blockage
"While passing by residential area yesterday, I noticed a severe case of entire lane washed away. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
Why has the leaking control valve spraying water public park corner not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
I am writing this to report a persistent problem regarding service pipe ruptured by utility workers industrial zone. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary mend at the earliest opportunity to prevent further hazards.,Water Leakage
plastic bottles blocking the sidewalk metro station exit.,Garbage
How long do we have to tolerate this underground cable fault cut off power near the bus stop?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
flooded storm drain after mild rain highway lane.,Drainage Blockage
It is deeply distressing to see dirty water backing up into household toilets shopping complex. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
How long do we have to tolerate this dim light barely illuminating the ground service road?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
Could you please look into the overhead municipal tank overflowing inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
Could you please look into the sinking road bed forming a deep dip near the school? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
I am writing this to report a persistent problem regarding stagnant black water emitting foul smell village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary inspect at the earliest opportunity to prevent further hazards.,Drainage Blockage
"Hey, commercial waste dumped behind shops government office back alley. Can someone please come and remove it as soon as possible?",Garbage
dry leaves blocking the drainage grate government office back alley.,Drainage Blockage
I am writing this to report a persistent problem regarding flooded storm drain after mild rain government office back alley. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary overhaul at the earliest opportunity to prevent further hazards.,Drainage Blockage
I am writing this to report a persistent problem regarding heavy accumulation of dry leaves and plastic metro station exit. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Garbage
"Hey, clogged roadside drain filled with silt temple street. Can someone please come and remove it as soon as possible?",Drainage Blockage
service pipe ruptured by utility workers metro station exit.,Water Leakage
I am writing this to report a persistent problem regarding flickering bulb causing annoying strobe effect railway station gate. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary renovate at the earliest opportunity to prevent further hazards.,Streetlight Fault
"Hey, sinking road bed forming a deep dip apartment entrance. Can someone please come and renovate it as soon as possible?",Road Damage
I am writing this to report a persistent problem regarding leaking control valve spraying water residential area. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Water Leakage
It is deeply distressing to see sharp edges on the side of the road main crossroad. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
"Hey, no streetlighting making it unsafe for women public park corner. Can someone please come and renovate it as soon as possible?",Streetlight Fault
I am writing this to report a persistent problem regarding electrical short circuit causing sparks outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Streetlight Fault
"While passing by village square yesterday, I noticed a severe case of feces and dark water pooling on the asphalt. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
It has been observed that plastic bags clogging the inlet is present apartment entrance. A regular inspection and subsequent renovate should be scheduled by the concerned department.,Drainage Blockage
How long do we have to tolerate this high mast light not working since weeks industrial zone?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
This is to bring to your kind notice that there is an issue with flooded storm drain after mild rain situated village square. Kindly arrange for an immedate sort out.,Drainage Blockage
I am writing this to report a persistent problem regarding poultry waste dumped illegally highway lane. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary resolve at the earliest opportunity to prevent further hazards.,Garbage
How long do we have to tolerate this culvert completely plugged with debris apartment entrance?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
How long do we have to tolerate this precious drinking water lost for hours service road?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
This is to bring to your kind notice that there is an issue with stagnant black water emitting foul smell situated bridge approach. Kindly arrange for an immediate sort out.,Drainage Blockage
This is to bring to your kind notice that there is an issue with overflowing bins spilling onto the pavement situated outside the hospital. Kindly arrange for an immediate address.,Garbage
I am writing this to report a persistent problem regarding valve chamber completely flooded inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary fix at the earliest opportunity to prevent further hazards.,Water Leakage
"Hey, cracked and eroding asphalt surface near the school. Can someone please come and address it as soon as possible?",Road Damage
"Hey, timer malfunction turning lights off early apartment entrance. Can someone please come and sort out it as soon as possible?",Streetlight Fault
"While passing by highway lane yesterday, I noticed a severe case of fuse blown inside the pole base panel. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
This is to bring to your kind notice that there is an issue with transformer issue affecting all street poles situated service road. Kindly arrange for an immediate address.,Streetlight Fault
It has been observed that gutter overflowing onto the walking path is present outside the hospital. A regular inspection and subsequent sort out should be scheduled by the concerned department.,Drainage Blockage
I am writing this to report a persistent problem regarding timer malfunction turning lights off early footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Streetlight Fault
This is to bring to your kind notice that there is an issue with grease block from nearby restaurants situated industrial zone. Kindly arrange for an immediate resolve.,Drainage Blockage
"While passing by temple street yesterday, I noticed a severe case of overflowing manhole cover lifting up. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
It is deeply distressing to see service pipe ruptured by utility workers inside our colony. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
This is to bring to your kind notice that there is an issue with entire lane washed away situated by the market. Kindly arrange for an immediate rectify.,Road Damage
It has been observed that bracket arm broken and dangling is present near the bus stop. A regular inspection and subsequent address should be scheduled by the concerned department.,Streetlight Fault
waste water stagnant for over a month shopping complex.,Drainage Blockage
This is to bring to your kind notice that there is an issue with crater-like holes causing daily traffic jams situated metro station exit. Kindly arrange for an immediate look into.,Road Damage
It has been observed that constant dripping from connection point is present apartment entrance. A regular inspection and subsequent rectify should be scheduled by the concerned department.,Water Leakage
It has been observed that sludge accumulation reducing pipe capacity is present public park corner. A regular inspection and subsequent clear should be scheduled by the concerned department.,Drainage Blockage
How long do we have to tolerate this LED panel failure resulting in zero illumination near the bus stop?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
I am writing this to report a persistent problem regarding storm sewer back up flooding the basement metro station exit. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary resolve at the earliest opportunity to prevent further hazards.,Drainage Blockage
I am writing this to report a persistent problem regarding industrial sludge blocking the outflow inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary renovate at the earliest opportunity to prevent further hazards.,Drainage Blockage
"Hey, subterranean leak forming a sinkhole near the bus stop. Can someone please come and remove it as soon as possible?",Water Leakage
It is deeply distressing to see plastic bottles blocking the sidewalk near the school. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
It has been observed that blinking lamp going on and off is present metro station exit. A regular inspection and subsequent mend should be scheduled by the concerned department.,Streetlight Fault
This is to bring to your kind notice that there is an issue with severe road erosion due to rains situated highway lane. Kindly arrange for an immediate repair.,Road Damage
It has been observed that high mast light not working since weeks is present inside our colony. A regular inspection and subsequent clear should be scheduled by the concerned department.,Streetlight Fault
clogged roadside drain filled with silt shopping complex.,Drainage Blockage
It has been observed that industrial sludge blocking the outflow is present bridge approach. A regular inspection and subsequent rectify should be scheduled by the concerned department.,Drainage Blockage
Why has the exposed iron rods from broken pavement by the market not been attended to yet? Who is responsible for this civic neglect?,Road Damage
It has been observed that dim light barely illuminating the ground is present temple street. A regular inspection and subsequent overhaul should be scheduled by the concerned department.,Streetlight Fault
Why has the sinking road bed forming a deep dip apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Road Damage
How long do we have to tolerate this clogged roadside drain filled with silt government office back alley?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
exposed iron rods from broken pavement highway lane.,Road Damage
It has been observed that grease block from nearby restaurants is present village square. A regular inspection and subsequent inspect should be scheduled by the concerned department.,Drainage Blockage
"While passing by temple street yesterday, I noticed a severe case of high mast light not working since weeks. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
It has been observed that overhead municipal tank overflowing is present main crossroad. A regular inspection and subsequent clean should be scheduled by the concerned department.,Water Leakage
I am writing this to report a persistent problem regarding poultry waste dumped illegally main crossroad. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary check at the earliest opportunity to prevent further hazards.,Garbage
Why has the timer malfunction turning lights off early footpath not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
"While passing by residential area yesterday, I noticed a severe case of open drain choked with weeds and domestic waste. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
I am writing this to report a persistent problem regarding construction damage left unrepaired outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary renovate at the earliest opportunity to prevent further hazards.,Road Damage
This is to bring to your kind notice that there is an issue with overhead municipal tank overflowing situated service road. Kindly arrange for an immediate attend to.,Water Leakage
photocell sensor covered in dirt residential area.,Streetlight Fault
How long do we have to tolerate this vandalized light fixture with broken glass footpath?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
"While passing by government office back alley yesterday, I noticed a severe case of sinking road bed forming a deep dip. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
